InvoiceID,Store_Branch,City,Customer_ID,Customer_Name,Gender,Age,Customer_Type,Product_Category,Product_Name,Unit_Price,Quantity,Discount,Tax,Gross_Amount,Discount_Amount,Tax_Amount,Total_Amount,Payment_Method,Purchase_Date,Satisfaction_Rating
INV100300,A,New York,CUST1117,Derek Haynes,Female,30,Member,Smartphones,Samsung Galaxy S23,747.22,1,0,9.62,747.22,0,71.88,819.1,Credit Card,2024-01-01 00:00:00,10
INV100301,D,Houston,CUST1324,Gina Chavez,Female,28,Member,Appliances,Instant Pot Duo,166.27,1,15,7.41,166.27,24.94,10.47,151.8,Ewallet,2024-04-27 00:00:00,5
INV100302,B,Los Angeles,CUST1140,Dr. Bailey White DDS,Female,63,Member,Accessories,Logitech MX Master 3 Mouse,102.23,1,0,7.9,102.23,0,8.08,110.31,Credit Card,2024-01-04 00:00:00,6
INV100303,C,Chicago,CUST1002,Ms. Shannon Maynard MD,Female,61,Member,Appliances,Samsung Microwave,173.06,1,15,9.41,173.06,25.96,13.84,160.94,Credit Card,2024-05-23 00:00:00,6
INV100304,A,New York,CUST1036,Charles Murray,Male,18,Member,Accessories,Keychron K2 Keyboard,80.99,1,15,7.73,80.99,12.15,5.32,74.16,Cash,2024-03-19 00:00:00,5
INV100305,B,Los Angeles,CUST1263,Samuel Moran,Male,23,Member,Smartphones,Google Pixel 7,796.99,1,5,7.63,796.99,39.85,57.77,814.91,Cash,2024-05-11 00:00:00,8
INV100306,B,Los Angeles,CUST1359,Timothy Stein,Male,56,Member,Laptops,Lenovo ThinkPad T14,1087.72,1,0,9.8,1087.72,0,106.6,1194.32,Ewallet,2024-05-21 00:00:00,5
INV100307,B,Los Angeles,CUST1053,Evan Marsh,Male,25,Member,Smartphones,Google Pixel 7,904.95,1,0,7.85,904.95,0,71.04,975.99,UPI,2024-07-10 00:00:00,7
INV100308,C,Chicago,CUST1374,Susan Stark,Male,47,Member,Accessories,SanDisk 128GB USB 3.1,28.72,2,5,10.44,57.44,2.87,5.7,60.26,Ewallet,2024-04-28 00:00:00,5
INV100309,A,New York,CUST1372,Louis Molina,Female,63,Member,Smartphones,Samsung Galaxy S23,930.55,1,25,9.72,930.55,232.64,67.84,765.75,Ewallet,2024-07-01 00:00:00,8
INV100310,B,Los Angeles,CUST1229,Randy Zamora,Female,20,Member,Audio,Bose SoundLink Flex,165.59,1,20,7.94,165.59,33.12,10.52,142.99,Credit Card,2024-01-02 00:00:00,9
INV100311,B,Los Angeles,CUST1251,Thomas Brown,Female,33,Non-Member,Laptops,MacBook Air,1135.56,1,5,9.27,1135.56,56.78,100,1178.79,Credit Card,2024-09-26 00:00:00,9
INV100312,A,New York,CUST1200,Donald Aguilar,Male,37,Member,Accessories,Anker 65W USB-C Charger,46.37,2,10,8.35,92.74,9.27,6.97,90.44,Credit Card,2024-09-25 00:00:00,5
INV100313,A,New York,CUST1035,Joseph Shelton,Female,42,Member,Audio,AirPods Pro,282.77,1,0,6.87,282.77,0,19.43,302.2,Cash,2024-05-02 00:00:00,9
INV100314,B,Los Angeles,CUST1020,Linda Richard,Male,18,Member,Laptops,MacBook Air,1276.56,1,15,9.14,1276.56,191.48,99.18,1184.25,Credit Card,2024-09-15 00:00:00,9
INV100315,C,Chicago,CUST1117,Derek Haynes,Female,30,Member,Accessories,Laptop Backpack,69.17,1,5,9.44,69.17,3.46,6.2,71.91,Credit Card,2024-09-19 00:00:00,5
INV100316,C,Chicago,CUST1026,Karen House,Female,62,Non-Member,Laptops,Acer Swift 3,847.35,1,5,9.01,847.35,42.37,72.53,877.51,Credit Card,2024-02-26 00:00:00,10
INV100317,A,New York,CUST1117,Derek Haynes,Female,30,Member,Audio,AirPods Pro,226.27,1,15,8.01,226.27,33.94,15.41,207.74,Credit Card,2024-06-27 00:00:00,5
INV100318,C,Chicago,CUST1158,Glenda Lopez,Male,61,Non-Member,Accessories,Keychron K2 Keyboard,83.15,2,25,9.61,166.3,41.58,11.99,136.71,Ewallet,2024-01-17 00:00:00,7
INV100319,B,Los Angeles,CUST1279,Charles Black,Male,30,Member,Accessories,Anker 65W USB-C Charger,58.08,3,0,8.94,174.24,0,15.58,189.82,Credit Card,2024-08-10 00:00:00,7
INV100320,D,Houston,CUST1185,Roger Mullins,Male,35,Non-Member,Smartphones,iPhone 14,1053.95,2,0,8.23,2107.9,0,173.48,2281.38,UPI,2024-01-28 00:00:00,10
INV100321,C,Chicago,CUST1366,Ashley Walker,Female,23,Member,Laptops,Acer Swift 3,955.91,3,0,8.7,2867.73,0,249.49,3117.22,Cash,2024-01-12 00:00:00,10
INV100322,C,Chicago,CUST1370,Lauren Warren,Male,57,Member,Audio,JBL Flip 6 Speaker,117.46,1,0,8.47,117.46,0,9.95,127.41,Ewallet,2024-08-21 00:00:00,7
INV100323,B,Los Angeles,CUST1190,Henry Orozco,Female,61,Non-Member,Laptops,HP Envy 15,1040.35,1,0,7.83,1040.35,0,81.46,1121.81,Ewallet,2024-01-07 00:00:00,9
INV100324,A,New York,CUST1177,Darren Cook,Female,39,Member,Accessories,Laptop Backpack,71.72,2,5,9.11,143.44,7.17,12.41,148.68,Cash,2024-02-04 00:00:00,10
INV100325,C,Chicago,CUST1301,Taylor Richards,Male,48,Non-Member,Accessories,SanDisk 128GB USB 3.1,26.64,1,0,8.04,26.64,0,2.14,28.78,Credit Card,2024-08-28 00:00:00,8
INV100326,C,Chicago,CUST1351,Eric Morris,Female,61,Non-Member,Smartphones,Google Pixel 7,704.22,1,5,9.32,704.22,35.21,62.35,731.36,Credit Card,2024-04-04 00:00:00,10
INV100327,A,New York,CUST1289,Alyssa Oconnell,Male,46,Non-Member,Accessories,SanDisk 128GB USB 3.1,29.4,2,5,9.02,58.8,2.94,5.04,60.9,Credit Card,2024-06-18 00:00:00,7
INV100328,C,Chicago,CUST1263,Samuel Moran,Male,23,Member,Audio,Sony WH-1000XM5,377.65,1,5,9.67,377.65,18.88,34.69,393.46,Credit Card,2024-08-04 00:00:00,4
INV100329,B,Los Angeles,CUST1227,Christopher Franklin,Male,31,Non-Member,Smartphones,Samsung Galaxy S23,818.15,1,0,9.25,818.15,0,75.68,893.83,Credit Card,2024-01-28 00:00:00,7
INV100330,A,New York,CUST1339,Shawn Blackwell,Female,49,Member,Smartphones,iPhone 14,878.41,1,0,7.56,878.41,0,66.41,944.82,Ewallet,2024-08-07 00:00:00,8
INV100331,A,New York,CUST1301,Taylor Richards,Male,48,Non-Member,Laptops,Lenovo ThinkPad T14,1077.49,4,15,8.77,4309.96,646.49,321.29,3984.75,Credit Card,2024-01-27 00:00:00,10
INV100332,A,New York,CUST1356,Matthew Fleming,Female,19,Member,Accessories,SanDisk 128GB USB 3.1,27.31,1,5,8.41,27.31,1.37,2.18,28.13,Ewallet,2024-08-14 00:00:00,9
INV100333,D,Houston,CUST1271,Juan Deleon,Female,49,Non-Member,Laptops,Dell XPS 13,1264.17,1,0,8.98,1264.17,0,113.52,1377.69,Cash,2024-07-16 00:00:00,8
INV100334,B,Los Angeles,CUST1243,James Gonzalez,Female,64,Non-Member,Smartphones,Google Pixel 7,893.08,2,15,8.94,1786.16,267.92,135.73,1653.97,Ewallet,2024-03-02 00:00:00,9
INV100335,A,New York,CUST1239,Lauren Hendrix,Female,19,Member,Audio,Sony WH-1000XM5,355.36,1,5,7.25,355.36,17.77,24.48,362.07,Credit Card,2024-01-23 00:00:00,10
INV100336,D,Houston,CUST1294,Nicole Simpson,Female,37,Member,Smartphones,Samsung Galaxy S23,715.87,1,0,9.45,715.87,0,67.65,783.52,Ewallet,2024-07-10 00:00:00,3
INV100337,D,Houston,CUST1053,Evan Marsh,Male,25,Member,Laptops,Dell XPS 13,1264.94,1,15,9.86,1264.94,189.74,106.01,1181.21,Credit Card,2024-04-02 00:00:00,8
INV100338,D,Houston,CUST1092,Raymond Garza,Female,29,Non-Member,Smartphones,iPhone 14,945.98,1,0,9.42,945.98,0,89.11,1035.09,Ewallet,2024-05-11 00:00:00,10
INV100339,B,Los Angeles,CUST1086,Michael Burke,Male,27,Member,Smartphones,Samsung Galaxy S23,842.14,1,10,9.24,842.14,84.21,70.03,827.96,Credit Card,2024-07-17 00:00:00,8
INV100340,B,Los Angeles,CUST1244,Joel Bolton,Male,50,Member,Laptops,Lenovo ThinkPad T14,1218.47,3,15,7.99,3655.41,548.31,248.26,3355.36,UPI,2024-01-16 00:00:00,10
INV100341,A,New York,CUST1228,Sharon Rodriguez,Male,23,Non-Member,Appliances,Philips Blender,71.07,1,5,9.25,71.07,3.55,6.25,73.76,Cash,2024-08-21 00:00:00,7
INV100342,C,Chicago,CUST1029,Kelsey Ortiz,Male,59,Member,Accessories,Anker 65W USB-C Charger,50.4,1,5,7.42,50.4,2.52,3.55,51.43,UPI,2024-05-15 00:00:00,5
INV100343,D,Houston,CUST1377,Keith Vargas,Female,53,Member,Audio,Sony WH-1000XM5,331.65,1,0,7.98,331.65,0,26.47,358.12,Credit Card,2024-02-10 00:00:00,7
INV100344,D,Houston,CUST1007,Mr. Daniel Stanton Jr.,Male,21,Member,Accessories,Keychron K2 Keyboard,85.33,1,0,8.22,85.33,0,7.01,92.34,Credit Card,2024-04-16 00:00:00,7
INV100345,B,Los Angeles,CUST1313,Karen Thomas,Female,56,Member,Laptops,MacBook Air,1176.32,1,0,7.8,1176.32,0,91.75,1268.07,Credit Card,2024-09-27 00:00:00,4
INV100346,B,Los Angeles,CUST1036,Charles Murray,Male,18,Member,Audio,Sony WH-1000XM5,389.54,1,5,8.14,389.54,19.48,30.12,400.19,Credit Card,2024-01-26 00:00:00,10
INV100347,D,Houston,CUST1009,Christopher Odonnell,Female,35,Member,Laptops,HP Envy 15,927.31,2,5,9.63,1854.62,92.73,169.67,1931.56,Credit Card,2024-01-20 00:00:00,10
INV100348,A,New York,CUST1051,Catherine Campbell,Male,49,Non-Member,Accessories,Anker 65W USB-C Charger,43.77,1,0,7.58,43.77,0,3.32,47.09,Credit Card,2024-05-19 00:00:00,9
INV100349,D,Houston,CUST1239,Lauren Hendrix,Female,19,Member,Laptops,MacBook Air,1283.2,1,0,9.49,1283.2,0,121.78,1404.98,Cash,2024-04-16 00:00:00,6
INV100350,D,Houston,CUST1146,Jennifer Young,Male,59,Non-Member,Accessories,Keychron K2 Keyboard,79.56,1,5,7.1,79.56,3.98,5.37,80.95,Credit Card,2024-05-02 00:00:00,6
INV100351,A,New York,CUST1140,Dr. Bailey White DDS,Female,63,Member,Smartphones,Xiaomi 12T,671.99,1,15,10.07,671.99,100.8,57.52,628.71,Credit Card,2024-07-27 00:00:00,6
INV100352,A,New York,CUST1019,Antonio Evans,Male,55,Member,Laptops,Lenovo ThinkPad T14,1168.32,2,5,7.58,2336.64,116.83,168.26,2388.07,UPI,2024-04-26 00:00:00,9
INV100353,A,New York,CUST1385,Jamie Castillo,Male,39,Member,Appliances,Whirlpool Washing Machine,573.31,1,10,8.14,573.31,57.33,42,557.98,Cash,2024-01-08 00:00:00,7
INV100354,D,Houston,CUST1363,Sarah Singh,Male,41,Member,Smartphones,Samsung Galaxy S23,964.09,1,0,8.47,964.09,0,81.66,1045.75,Credit Card,2024-06-04 00:00:00,7
INV100355,C,Chicago,CUST1299,Renee Williams,Female,23,Non-Member,Audio,Anker Soundcore Life Q30,85.38,2,5,7.72,170.76,8.54,12.52,174.75,Credit Card,2024-04-27 00:00:00,5
INV100356,D,Houston,CUST1124,Michael Mora,Female,26,Non-Member,Accessories,SanDisk 128GB USB 3.1,24.75,2,15,8.5,49.5,7.42,3.58,45.65,Credit Card,2024-09-15 00:00:00,6
INV100357,A,New York,CUST1010,Amy Stevens,Male,18,Non-Member,Accessories,Laptop Backpack,52.03,2,20,7.36,104.06,20.81,6.13,89.38,Credit Card,2024-08-31 00:00:00,4
INV100358,C,Chicago,CUST1066,Jennifer Taylor,Male,32,Non-Member,Laptops,MacBook Air,1068.59,3,10,7.58,3205.77,320.58,218.7,3103.89,Credit Card,2024-08-14 00:00:00,10
INV100359,B,Los Angeles,CUST1371,Tyler Stewart,Female,30,Non-Member,Smartphones,Samsung Galaxy S23,911.99,2,10,8.42,1823.98,182.4,138.22,1779.8,Credit Card,2024-06-14 00:00:00,8
INV100360,C,Chicago,CUST1246,Christina Jones,Male,38,Non-Member,Audio,AirPods Pro,246.47,2,5,6.99,492.94,24.65,32.73,501.03,Ewallet,2024-05-01 00:00:00,10
INV100361,D,Houston,CUST1328,Tiffany Gregory,Male,45,Non-Member,Audio,Sony WH-1000XM5,377.46,1,10,9.61,377.46,37.75,32.65,372.36,Credit Card,2024-02-29 00:00:00,5
INV100362,B,Los Angeles,CUST1070,Kenneth Barrett,Male,60,Member,Smartphones,OnePlus 11,630.27,1,10,7.93,630.27,63.03,44.98,612.23,Cash,2024-08-18 00:00:00,7
INV100363,D,Houston,CUST1035,Joseph Shelton,Female,42,Member,Smartphones,iPhone 14,1110.85,1,20,7.79,1110.85,222.17,69.23,957.91,Ewallet,2024-07-24 00:00:00,9
INV100364,D,Houston,CUST1042,Ronald Benton,Male,43,Non-Member,Audio,Bose SoundLink Flex,155.91,1,10,7.81,155.91,15.59,10.96,151.28,Cash,2024-04-24 00:00:00,6
INV100365,C,Chicago,CUST1247,Loretta Flores,Male,35,Member,Appliances,Ninja Air Fryer,150.12,3,0,9.56,450.36,0,43.05,493.41,Ewallet,2024-02-09 00:00:00,7
INV100366,B,Los Angeles,CUST1282,Larry Wright,Female,63,Member,Audio,Bose SoundLink Flex,161.17,1,0,8.99,161.17,0,14.49,175.66,Ewallet,2024-07-23 00:00:00,7
INV100367,C,Chicago,CUST1149,Joshua Roach,Female,53,Member,Accessories,Anker 65W USB-C Charger,57.61,2,5,7.19,115.22,5.76,7.87,117.33,Ewallet,2024-02-26 00:00:00,9
INV100368,A,New York,CUST1119,Cassandra Burke,Male,47,Non-Member,Accessories,SanDisk 128GB USB 3.1,34.78,2,10,8.52,69.56,6.96,5.33,67.94,Cash,2024-01-25 00:00:00,7
INV100369,B,Los Angeles,CUST1224,William Walker,Female,61,Non-Member,Audio,Sony WH-1000XM5,357.05,4,10,8.79,1428.2,142.82,112.98,1398.36,Credit Card,2024-02-17 00:00:00,8
INV100370,C,Chicago,CUST1287,John Jones,Female,35,Member,Accessories,Keychron K2 Keyboard,70.28,2,0,8.48,140.56,0,11.92,152.48,Cash,2024-07-09 00:00:00,8
INV100371,C,Chicago,CUST1330,Charles Garcia,Female,64,Member,Smartphones,OnePlus 11,554.06,4,10,10.02,2216.24,221.62,199.86,2194.48,Cash,2024-06-29 00:00:00,9
INV100372,A,New York,CUST1090,Leslie Barton,Male,59,Member,Smartphones,iPhone 14,921.8,1,5,9.39,921.8,46.09,82.23,957.94,Credit Card,2024-06-16 00:00:00,8
INV100373,A,New York,CUST1072,Jessica Guzman,Male,47,Member,Laptops,HP Envy 15,1007.32,1,0,8.75,1007.32,0,88.14,1095.46,Cash,2024-04-09 00:00:00,9
INV100374,D,Houston,CUST1078,Kyle Zavala,Female,61,Member,Accessories,Laptop Backpack,65.19,3,15,6.01,195.57,29.34,9.99,176.23,Cash,2024-09-06 00:00:00,6
INV100375,C,Chicago,CUST1123,Lisa Weaver,Male,55,Non-Member,Appliances,Samsung Microwave,184.63,1,5,7.69,184.63,9.23,13.49,188.89,Credit Card,2024-03-21 00:00:00,5
INV100376,C,Chicago,CUST1103,Tara Jacobs,Male,26,Non-Member,Laptops,Acer Swift 3,824.03,3,10,9.49,2472.09,247.21,211.14,2436.02,Credit Card,2024-07-29 00:00:00,10
INV100377,D,Houston,CUST1314,Abigail Welch,Female,25,Member,Accessories,Keychron K2 Keyboard,84.05,1,0,9.47,84.05,0,7.96,92.01,Credit Card,2024-04-21 00:00:00,8
INV100378,A,New York,CUST1271,Juan Deleon,Female,49,Non-Member,Smartphones,Google Pixel 7,732.46,1,0,7.91,732.46,0,57.94,790.4,Ewallet,2024-06-23 00:00:00,10
INV100379,C,Chicago,CUST1197,David Downs,Male,33,Member,Laptops,MacBook Air,1233.95,2,0,8.59,2467.9,0,211.99,2679.89,Cash,2024-07-14 00:00:00,9
INV100380,D,Houston,CUST1382,Geoffrey Fox,Male,61,Member,Audio,Sony WH-1000XM5,399.19,2,15,9.7,798.38,119.76,65.83,744.45,Credit Card,2024-07-07 00:00:00,8
INV100381,A,New York,CUST1330,Charles Garcia,Female,64,Member,Laptops,Acer Swift 3,818.42,4,0,8.5,3273.68,0,278.26,3551.94,Cash,2024-07-09 00:00:00,10
INV100382,B,Los Angeles,CUST1039,Marcus Jackson IV,Male,51,Member,Laptops,MacBook Air,975.67,1,15,7.07,975.67,146.35,58.63,887.95,UPI,2024-01-10 00:00:00,4
INV100383,C,Chicago,CUST1382,Geoffrey Fox,Male,61,Member,Smartphones,iPhone 14,935.94,2,25,7.76,1871.88,467.97,108.94,1512.85,Credit Card,2024-08-29 00:00:00,8
INV100384,C,Chicago,CUST1108,Stanley Morris,Female,58,Member,Accessories,Anker 65W USB-C Charger,45.9,2,10,9.25,91.8,9.18,7.64,90.26,Cash,2024-04-18 00:00:00,6
INV100385,B,Los Angeles,CUST1150,Wyatt Knight,Female,33,Member,Smartphones,OnePlus 11,728.91,1,5,7.57,728.91,36.45,52.42,744.88,Credit Card,2024-08-24 00:00:00,7
INV100386,C,Chicago,CUST1184,Michael Smith,Male,29,Non-Member,Smartphones,iPhone 14,879.25,4,15,7.32,3517,527.55,218.83,3208.28,Credit Card,2024-08-20 00:00:00,10
INV100387,A,New York,CUST1392,Joshua Bailey,Male,25,Member,Laptops,Acer Swift 3,729.26,2,0,9.51,1458.52,0,138.71,1597.23,Cash,2024-03-11 00:00:00,10
INV100388,D,Houston,CUST1136,Kristen Davis,Female,62,Member,Accessories,Anker 65W USB-C Charger,43.02,3,10,9.02,129.06,12.91,10.48,126.63,Ewallet,2024-05-06 00:00:00,4
INV100389,A,New York,CUST1114,Taylor Montes,Female,52,Member,Appliances,Instant Pot Duo,130.46,3,15,8.8,391.38,58.71,29.28,361.95,Cash,2024-05-23 00:00:00,10
INV100390,D,Houston,CUST1172,Katherine Thomas,Female,26,Member,Audio,Bose SoundLink Flex,150.4,2,20,8.45,300.8,60.16,20.33,260.97,Ewallet,2024-03-07 00:00:00,5
INV100391,D,Houston,CUST1116,Aaron Murphy MD,Male,30,Member,Laptops,MacBook Air,1109.01,1,10,8.27,1109.01,110.9,82.54,1080.65,Ewallet,2024-08-22 00:00:00,10
INV100392,D,Houston,CUST1300,Tiffany White,Male,52,Member,Laptops,Dell XPS 13,1308.24,1,0,8.72,1308.24,0,114.08,1422.32,UPI,2024-01-09 00:00:00,9
INV100393,D,Houston,CUST1111,Brian Gonzalez,Male,29,Member,Audio,JBL Flip 6 Speaker,111.48,1,5,9.19,111.48,5.57,9.73,115.64,Cash,2024-07-09 00:00:00,7
INV100394,B,Los Angeles,CUST1267,Debra Dawson,Male,51,Member,Appliances,Ninja Air Fryer,134.4,1,5,7.27,134.4,6.72,9.28,136.96,Credit Card,2024-09-14 00:00:00,6
INV100395,C,Chicago,CUST1303,Linda Rivera,Male,54,Member,Appliances,Ninja Air Fryer,129.11,2,5,9.01,258.22,12.91,22.1,267.41,Credit Card,2024-07-13 00:00:00,7
INV100396,C,Chicago,CUST1258,Grant Kim,Female,53,Member,Audio,AirPods Pro,247.03,1,15,7.67,247.03,37.05,16.11,226.08,Credit Card,2024-03-21 00:00:00,5
INV100397,B,Los Angeles,CUST1259,Stephanie Avila,Male,48,Member,Accessories,Logitech MX Master 3 Mouse,93.77,2,20,7.34,187.54,37.51,11.01,161.04,Ewallet,2024-09-06 00:00:00,7
INV100398,C,Chicago,CUST1021,Joel Horne,Female,47,Member,Smartphones,Samsung Galaxy S23,808.53,2,0,8.85,1617.06,0,143.11,1760.17,Credit Card,2024-04-17 00:00:00,8
INV100399,C,Chicago,CUST1116,Aaron Murphy MD,Male,30,Member,Appliances,Ninja Air Fryer,115.39,1,20,7.34,115.39,23.08,6.78,99.09,Ewallet,2024-03-03 00:00:00,8
INV100400,C,Chicago,CUST1292,Kiara Gutierrez,Female,37,Non-Member,Smartphones,Samsung Galaxy S23,758.2,2,15,9.22,1516.4,227.46,118.84,1407.78,Credit Card,2024-06-30 00:00:00,10
INV100401,D,Houston,CUST1033,Robert Pierce,Male,29,Non-Member,Accessories,Logitech MX Master 3 Mouse,97.69,1,5,8.66,97.69,4.88,8.04,100.84,Ewallet,2024-09-03 00:00:00,4
INV100402,D,Houston,CUST1047,Cynthia Jenkins,Male,61,Non-Member,Accessories,Anker 65W USB-C Charger,45.76,1,0,7.63,45.76,0,3.49,49.25,Ewallet,2024-07-12 00:00:00,9
INV100403,C,Chicago,CUST1297,Chelsea Montoya,Male,32,Non-Member,Accessories,SanDisk 128GB USB 3.1,25.23,1,5,10.11,25.23,1.26,2.42,26.39,Ewallet,2024-09-17 00:00:00,6
INV100404,D,Houston,CUST1114,Taylor Montes,Female,52,Member,Accessories,Anker 65W USB-C Charger,46.88,1,15,9.52,46.88,7.03,3.79,43.64,Ewallet,2024-07-06 00:00:00,8
INV100405,B,Los Angeles,CUST1271,Juan Deleon,Female,49,Non-Member,Audio,Bose SoundLink Flex,164.8,1,15,9.69,164.8,24.72,13.57,153.65,Ewallet,2024-09-18 00:00:00,7
INV100406,A,New York,CUST1286,Amanda Ray,Female,36,Non-Member,Audio,Anker Soundcore Life Q30,100.72,1,5,8.55,100.72,5.04,8.18,103.86,Credit Card,2024-04-13 00:00:00,7
INV100407,C,Chicago,CUST1166,Barbara Cross,Female,34,Non-Member,Smartphones,OnePlus 11,653.44,2,20,10.77,1306.88,261.38,112.6,1158.1,Credit Card,2024-01-07 00:00:00,9
INV100408,B,Los Angeles,CUST1065,Christopher Gray,Female,59,Non-Member,Appliances,Ninja Air Fryer,143.72,1,15,7.86,143.72,21.56,9.6,131.76,Credit Card,2024-04-23 00:00:00,8
INV100409,C,Chicago,CUST1250,Paul Cruz MD,Male,38,Member,Appliances,Ninja Air Fryer,139.97,2,0,7.86,279.94,0,22,301.94,UPI,2024-03-30 00:00:00,6
INV100410,B,Los Angeles,CUST1007,Mr. Daniel Stanton Jr.,Male,21,Member,Accessories,Logitech MX Master 3 Mouse,105.6,1,10,8.33,105.6,10.56,7.92,102.96,Ewallet,2024-04-30 00:00:00,8
INV100411,D,Houston,CUST1366,Ashley Walker,Female,23,Member,Appliances,Instant Pot Duo,123.34,2,10,9.65,246.68,24.67,21.42,243.44,Credit Card,2024-08-16 00:00:00,10
INV100412,A,New York,CUST1261,Jonathan Jones,Male,62,Non-Member,Smartphones,Samsung Galaxy S23,881.79,1,15,8.62,881.79,132.27,64.61,814.13,Ewallet,2024-03-27 00:00:00,6
INV100413,D,Houston,CUST1268,Mr. Brian Hogan,Female,22,Member,Laptops,HP Envy 15,1074.67,3,5,9.56,3224.01,161.2,292.8,3355.61,Cash,2024-06-01 00:00:00,9
INV100414,B,Los Angeles,CUST1389,Sydney Davis,Female,47,Non-Member,Accessories,Logitech MX Master 3 Mouse,94.79,4,0,8.25,379.16,0,31.28,410.44,Credit Card,2024-07-09 00:00:00,8
INV100415,D,Houston,CUST1391,Cynthia Duncan,Female,32,Member,Smartphones,Samsung Galaxy S23,618.04,1,5,7.43,618.04,30.9,43.62,630.76,Credit Card,2024-02-03 00:00:00,9
INV100416,A,New York,CUST1385,Jamie Castillo,Male,39,Member,Accessories,Keychron K2 Keyboard,93.09,1,0,9.07,93.09,0,8.44,101.53,Cash,2024-09-29 00:00:00,7
INV100417,A,New York,CUST1119,Cassandra Burke,Male,47,Non-Member,Accessories,Laptop Backpack,54.89,2,15,8.11,109.78,16.47,7.57,100.88,Cash,2024-02-22 00:00:00,7
INV100418,A,New York,CUST1137,Nicholas Frazier,Female,51,Member,Smartphones,Samsung Galaxy S23,759.84,1,15,7.71,759.84,113.98,49.8,695.66,Cash,2024-08-04 00:00:00,8
INV100419,C,Chicago,CUST1135,Kim Lopez,Female,52,Member,Accessories,Anker 65W USB-C Charger,47.52,3,0,8.36,142.56,0,11.92,154.48,Cash,2024-07-23 00:00:00,7
INV100420,C,Chicago,CUST1328,Tiffany Gregory,Male,45,Non-Member,Accessories,Logitech MX Master 3 Mouse,94.9,1,5,8.68,94.9,4.75,7.83,97.98,Ewallet,2024-02-05 00:00:00,8
INV100421,B,Los Angeles,CUST1212,John Roman,Female,28,Member,Laptops,Lenovo ThinkPad T14,864.32,3,15,9.16,2592.96,388.94,201.89,2405.9,Ewallet,2024-01-08 00:00:00,9
INV100422,C,Chicago,CUST1218,Cynthia Barnett,Male,40,Member,Smartphones,Google Pixel 7,726.4,2,15,8.38,1452.8,217.92,103.48,1338.36,Credit Card,2024-07-30 00:00:00,10
INV100423,C,Chicago,CUST1068,Mr. Erik Wagner,Male,44,Non-Member,Laptops,HP Envy 15,1067.92,3,5,8.25,3203.76,160.19,251.09,3294.67,UPI,2024-08-31 00:00:00,10
INV100424,D,Houston,CUST1159,Sydney Thompson,Female,40,Non-Member,Appliances,Ninja Air Fryer,137.96,1,10,9,137.96,13.8,11.17,135.34,Ewallet,2024-02-18 00:00:00,7
INV100425,C,Chicago,CUST1240,Troy Johnson,Male,19,Member,Laptops,Dell XPS 13,1358.52,1,15,8.19,1358.52,203.78,94.57,1249.32,Ewallet,2024-04-20 00:00:00,5
INV100426,B,Los Angeles,CUST1068,Mr. Erik Wagner,Male,44,Non-Member,Smartphones,Xiaomi 12T,561.12,2,10,8.96,1122.24,112.22,90.5,1100.51,Credit Card,2024-02-07 00:00:00,8
INV100427,D,Houston,CUST1352,Kimberly Cooper,Female,21,Member,Smartphones,Google Pixel 7,795.95,1,15,8.91,795.95,119.39,60.28,736.84,Credit Card,2024-08-26 00:00:00,8
INV100428,A,New York,CUST1308,Joseph Dixon,Female,23,Member,Accessories,Anker 65W USB-C Charger,48.09,1,5,8.28,48.09,2.4,3.78,49.47,Ewallet,2024-06-27 00:00:00,8
INV100429,B,Los Angeles,CUST1074,Richard Fowler,Female,29,Non-Member,Smartphones,OnePlus 11,563.73,2,25,8,1127.46,281.87,67.65,913.24,Credit Card,2024-01-25 00:00:00,7
INV100430,C,Chicago,CUST1104,Kevin Hayes,Female,25,Member,Smartphones,iPhone 14,765.68,3,20,8.83,2297.04,459.41,162.26,1999.89,Cash,2024-06-02 00:00:00,9
INV100431,C,Chicago,CUST1073,Abigail Wilson DDS,Male,47,Member,Accessories,Anker 65W USB-C Charger,52.59,3,5,9.5,157.77,7.89,14.24,164.12,Ewallet,2024-08-05 00:00:00,10
INV100432,C,Chicago,CUST1191,Mary Chapman,Female,56,Non-Member,Appliances,Ninja Air Fryer,147.6,4,5,7.34,590.4,29.52,41.17,602.05,Cash,2024-02-09 00:00:00,7
INV100433,C,Chicago,CUST1286,Amanda Ray,Female,36,Non-Member,Smartphones,Google Pixel 7,758.84,2,5,7.99,1517.68,75.88,115.2,1557,Cash,2024-05-30 00:00:00,8
INV100434,A,New York,CUST1077,Curtis Browning,Male,38,Member,Audio,AirPods Pro,206.71,1,5,9.01,206.71,10.34,17.69,214.07,Credit Card,2024-04-11 00:00:00,8
INV100435,D,Houston,CUST1080,Kayla Moore,Male,65,Member,Laptops,MacBook Air,1386.64,1,15,9.05,1386.64,208,106.67,1285.31,Credit Card,2024-04-05 00:00:00,7
INV100436,C,Chicago,CUST1208,James Good,Female,18,Non-Member,Accessories,Keychron K2 Keyboard,108,1,0,8.94,108,0,9.66,117.66,Credit Card,2024-06-30 00:00:00,9
INV100437,C,Chicago,CUST1127,Larry Harris,Male,59,Member,Laptops,MacBook Air,1372.13,1,5,7.56,1372.13,68.61,98.55,1402.07,Ewallet,2024-08-13 00:00:00,8
